[0.905446, 0.351526, 0.237901], 281.629189, orange
[0.620538, 0.589511, 0.517115], 193.380454, white
[0.946553, 0.266580, 0.181584], 258.833924, orange
[0.943227, 0.270281, 0.193058], 181.292581, orange
[0.955977, 0.210105, 0.204852], 190.381197, red
[0.942210, 0.269990, 0.198360], 181.488292, orange
[0.952425, 0.225999, 0.204476], 185.841330, red
[0.940410, 0.240446, 0.240446], 187.152344, red
[0.936676, 0.247627, 0.247627], 185.763290, red
[0.596425, 0.601872, 0.531063], 367.187963, white
[0.440627, 0.774436, 0.453979], 149.786515, green
[0.597643, 0.595223, 0.537152], 413.290455, white
[0.611577, 0.598184, 0.517831], 224.011160, white
[0.906132, 0.344685, 0.245189], 281.416062, orange
[0.700693, 0.657668, 0.276589], 162.696036, yellow
[0.596925, 0.596925, 0.536062], 427.189653, white
[0.447532, 0.766229, 0.461094], 147.475422, green
[0.376100, 0.831380, 0.409092], 151.555270, green
[0.402406, 0.613504, 0.679472], 151.588258, blue
[0.680649, 0.677980, 0.277598], 374.642496, yellow
[0.921683, 0.303481, 0.241661], 177.935382, red
[0.666376, 0.666376, 0.334495], 382.666957, yellow
[0.926796, 0.279155, 0.251240], 179.111697, red
[0.273298, 0.533582, 0.800374], 153.678235, blue
[0.606424, 0.601057, 0.520558], 186.338402, white
[0.376815, 0.846180, 0.376815], 151.267974, green
[0.446726, 0.806774, 0.386718], 149.979999, green
[0.936924, 0.290263, 0.194733], 272.167228, orange
[0.940376, 0.243201, 0.237796], 185.032430, red
[0.913638, 0.333209, 0.232888], 279.103923, orange
[0.639346, 0.583084, 0.501248], 195.512148, white
[0.350841, 0.612252, 0.708561], 145.365058, blue
[0.927655, 0.303492, 0.217598], 174.633903, orange
[0.938018, 0.284823, 0.197478], 263.321097, orange
[0.944622, 0.265157, 0.193344], 181.024860, orange
[0.956548, 0.211392, 0.200822], 189.222092, red
[0.948120, 0.257582, 0.186336], 182.466435, orange
[0.955521, 0.211165, 0.205886], 189.425447, red
[0.943400, 0.234517, 0.234517], 187.619295, red
[0.940318, 0.243376, 0.237845], 180.789933, red
[0.622196, 0.591086, 0.513312], 192.865238, white
[0.593472, 0.598771, 0.537834], 377.440061, white
[0.620290, 0.594444, 0.511739], 193.458006, white
[0.922015, 0.318185, 0.220560], 276.568256, orange
[0.696442, 0.662744, 0.275207], 178.047746, yellow
[0.597007, 0.599463, 0.533129], 407.030711, white
[0.404805, 0.809610, 0.425045], 148.219432, green
[0.577350, 0.577350, 0.577350], 441.672956, white
[0.408203, 0.809713, 0.421586], 149.435605, green
[0.363530, 0.846033, 0.389968], 151.294415, green
[0.367805, 0.601862, 0.708860], 149.535949, blue
[0.685873, 0.675114, 0.271660], 371.788919, yellow
[0.693764, 0.671018, 0.261583], 175.852211, yellow
[0.948639, 0.226380, 0.220990], 185.528973, red
[0.344316, 0.532715, 0.773086], 153.928555, blue
[0.259828, 0.532647, 0.805467], 153.948043, blue
[0.389458, 0.825123, 0.409261], 151.492574, green
[0.271392, 0.523398, 0.807713], 154.757875, blue
[0.607165, 0.597372, 0.523925], 204.227814, white
[0.363960, 0.835761, 0.411140], 148.367786, green
[0.368448, 0.623012, 0.690002], 149.274914, blue
[0.678407, 0.678407, 0.282005], 375.880300, yellow
[0.909828, 0.336115, 0.243393], 172.560134, red
[0.679418, 0.679418, 0.277096], 375.321196, yellow
[0.933132, 0.265032, 0.242946], 181.110464, red
[0.372046, 0.850390, 0.372046], 150.519102, green
[0.437855, 0.809368, 0.391416], 150.734867, green
[0.924174, 0.318931, 0.210204], 275.922090, orange
[0.937205, 0.254616, 0.238364], 184.591441, red
[0.919877, 0.324662, 0.220049], 277.211111, orange
[0.616572, 0.593904, 0.516833], 220.574251, white
[0.312958, 0.552671, 0.772407], 150.179892, blue
[0.938855, 0.279421, 0.201183], 178.941331, orange
[0.280400, 0.573841, 0.769469], 153.352535, blue
[0.325555, 0.536208, 0.778778], 156.655673, blue
[0.255316, 0.517015, 0.817012], 156.668440, blue
[0.334034, 0.533170, 0.777272], 155.672734, blue
[0.312533, 0.520888, 0.794354], 153.583853, blue
[0.941586, 0.271398, 0.199395], 180.546393, orange
[0.277859, 0.529871, 0.801268], 154.754645, blue
[0.300653, 0.526142, 0.795476], 159.652748, blue
[0.926835, 0.292093, 0.235922], 178.025279, orange
[0.339746, 0.529220, 0.777496], 153.055545, blue
